"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"MARCEL LUCOTTE",200,"MARCEL LUCOTTE",17.9887827323952,"PHILIPPE MARINI",3.92396313364055,"JACQUES BAUDOT",1.43046521705103
2,"GEORGES GRUILLOT",76,"JEAN CHERIOUX",11.2185742295178,"JEAN PIERRE FOURCADE",2.81348637015782,"PHILIPPE MARINI",1.39606786576147
3,"JEAN CHERIOUX",64,"PHILIPPE MARINI",11.0291820704374,"ROBERT PAGES",2.48480243161094,"CLAUDE ESTIER",1.33658457769545
4,"FRANCOIS GERBAUD",55,"FRANCOIS GERBAUD",10.374575820779,"JACQUES BAUDOT",2.42857142857143,"ROBERT PAGES",1.04682425623609
5,"JEAN PAUL DELEVOYE",53,"ALAIN VASSELLE",9.83050806870575,"ALAIN VASSELLE",1.97222222222222,"BERNARD BARBIER",1
6,"ALAIN VASSELLE",49,"JEAN PIERRE FOURCADE",9.63561363978486,"JEAN CHERIOUX",1.9665063709875,"JEAN PIERRE FOURCADE",0.821505080110348
7,"YVON BOURGES",47,"GEORGES GRUILLOT",9.26239121586826,"FRANCOIS GERBAUD",1.95694224474712,"MICHELLE DEMESSINE",0.548628563642232
8,"LUCIEN NEUWIRTH",40,"JEAN PAUL DELEVOYE",7.4144240646544,"CLAUDE ESTIER",1.75,"ALAIN VASSELLE",0.395672376915027
9,"JEAN PIERRE CAMOIN",37,"YVON BOURGES",6.91315171731871,"MARCEL LUCOTTE",1.6179815209666,"JACQUELINE FRAYSSE CAZALIS",0.389630267184424
10,"JEAN PIERRE FOURCADE",33,"LUCIEN NEUWIRTH",6.39659924429315,"MICHELLE DEMESSINE",1.61520737327189,"JEAN ARTHUIS",0.380292957491795
11,"MARC LAURIOL",33,"JEAN PIERRE CAMOIN",6.05917670075908,"JEAN ARTHUIS",1.49275362318841,"FRANCOIS GERBAUD",0.36913537627299
12,"PHILIPPE MARINI",31,"ROBERT PAGES",5.89807036602253,"JACQUELINE FRAYSSE CAZALIS",1.28571428571429,"JEAN CHERIOUX",0.344709338995983
13,"MAURICE LOMBARD",26,"JEAN ARTHUIS",5.85946527708231,"MICHEL PONIATOWSKI",1.19285714285714,"CHARLES LEDERMAN",0.34195569815432
14,"JEAN ARTHUIS",23,"MAURICE LOMBARD",5.35723809439155,"CHARLES LEDERMAN",1.17857142857143,"MICHEL PONIATOWSKI",0.291318225157709
15,"HUBERT HAENEL",22,"MARC LAURIOL",5.06524593854143,"FERNAND TARDY",1.14736842105263,"FERNAND TARDY",0.281953531470855
16,"MICHEL PONIATOWSKI",20,"HUBERT HAENEL",4.92805380304581,"GEORGES GRUILLOT",1.1288406715236,"HUBERT HAENEL",0.247275426953302
17,"FERNAND TARDY",19,"MICHEL PONIATOWSKI",4.88437742779393,"HUBERT HAENEL",1.1038961038961,"FRANCK SERUSCLAT",0.238863765546564
18,"ROBERT PAGES",14,"MICHELLE DEMESSINE",4.75530264292468,"MAURICE LOMBARD",1.10384615384615,"MAURICE LOMBARD",0.227444871758931
19,"MICHELLE DEMESSINE",14,"FERNAND TARDY",4.6690470119715,"JEAN PAUL DELEVOYE",1.03723932472691,"HELENE LUC",0.226711489623156
20,"JACQUELINE FRAYSSE CAZALIS",14,"JACQUELINE FRAYSSE CAZALIS",4.24264068711928,"LUCIEN NEUWIRTH",1.02291204730229,"LUCIEN NEUWIRTH",0.163578960718805
