"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"MICHEL HUNAULT",142,"MICHEL HUNAULT",11.916375287813,"ADRIEN ZELLER",1,"ANDRE GERIN",1
2,"PIERRE ANDRE WILTZER",124,"PIERRE ANDRE WILTZER",11.13552872566,"ANDRE GERIN",1,"DIDIER MATHUS",1
3,"CHRISTINE BOUTIN",115,"CHRISTINE BOUTIN",10.7238052947636,"BERNARD MURAT",1,"ERNEST CHENIERE",1
4,"JACQUES BLANC",98,"JACQUES BLANC",9.89949493661167,"CHRISTIAN VANNESTE",1,"GEORGES HAGE",1
5,"YVES COUSSAIN",91,"YVES COUSSAIN",9.53939201416946,"CHRISTINE BOUTIN",1,"GEORGES MARCHAIS",1
6,"FRANCIS SAINT ELLIER",90,"FRANCIS SAINT ELLIER",9.48683298050514,"DIDIER MATHUS",1,"JACQUES BRUNHES",1
7,"JEAN GRENET",74,"JEAN GRENET",8.60232526704263,"ERNEST CHENIERE",1,"JEAN CLAUDE GAYSSOT",1
8,"BERNARD MURAT",59,"BERNARD MURAT",7.68114574786861,"FRANCIS SAINT ELLIER",1,"JEAN JACQUES WEBER",1
9,"JOEL HART",56,"JOEL HART",7.48331477354788,"FRANCOIS MICHEL GONNOT",1,"MICHEL GRANDPIERRE",1
10,"FRANCOIS MICHEL GONNOT",54,"FRANCOIS MICHEL GONNOT",7.34846922834953,"GEORGES HAGE",1,"PATRICK DEVEDJIAN",1
11,"CHRISTIAN VANNESTE",46,"CHRISTIAN VANNESTE",6.78232998312527,"GEORGES MARCHAIS",1,"PIERRE GARMENDIA",1
12,"ADRIEN ZELLER",44,"ADRIEN ZELLER",6.6332495807108,"JACQUES BRUNHES",1,"REMY AUCHEDE",1
13,"PASCAL CLEMENT",44,"PASCAL CLEMENT",6.6332495807108,"JEAN CLAUDE GAYSSOT",1,"JEAN LOUIS MASSON",0.577350269189626
14,"RENE COUANAU",39,"RENE COUANAU",6.2449979983984,"JEAN GRENET",1,"XAVIER ROUX",0.5
15,"LEONCE DEPREZ",24,"LEONCE DEPREZ",4.89897948556636,"JEAN JACQUES WEBER",1,"PHILIPPE AUBERGER",0.333333333333333
