"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"NICOLE BORVO COHEN SEAT",195,"NICOLE BORVO COHEN SEAT",13.9642400437689,"GEORGES PATIENT",1,"AUGUSTE CAZALET",1
2,"JEAN PIERRE BEL",162,"JEAN PIERRE BEL",12.7279220613579,"ADELINE GOUSSEAU",1,"BERNARD SAUGEY",1
3,"JEAN CLAUDE CARLE",158,"JEAN CLAUDE CARLE",12.5698050899765,"ADRIEN GIRAUD",1,"FRANCOIS FILLON",1
4,"PHILIPPE MARINI",153,"PHILIPPE MARINI",12.369316876853,"ADRIEN GOUTEYRON",1,"GASTON FLOSSE",1
5,"LADISLAS PONIATOWSKI",147,"LADISLAS PONIATOWSKI",12.1243556529821,"ALAIN ANZIANI",1,"JACQUES BERTHOU",1
6,"DOMINIQUE LECLERC",146,"DOMINIQUE LECLERC",12.0830459735946,"ALAIN DUFAUT",1,"JEAN FRANCOIS MAYET",1
7,"GERARD CESAR",144,"GERARD CESAR",12,"ALAIN FOUCHE",1,"MARC LAMENIE",1
8,"ROLAND COURTEAU",143,"ROLAND COURTEAU",11.9582607431014,"ALAIN GERARD",1,"MAURICE BLIN",1
9,"JEAN PIERRE GODEFROY",134,"JEAN PIERRE GODEFROY",11.5758369027902,"ALAIN GOURNAC",1,"MICHEL DREYFUS SCHMIDT",1
10,"CATHERINE PROCACCIA",131,"CATHERINE PROCACCIA",11.4455231422596,"ALAIN HOUPERT",1,"SOIBAHADINE IBRAHIM RAMADANI",1
11,"BARIZA KHIARI",130,"BARIZA KHIARI",11.4017542509914,"ALAIN LAMBERT",1,"BRIGITTE BOUT",0.707106781186548
12,"HUGUES PORTELLI",129,"HUGUES PORTELLI",11.3578166916005,"ALAIN MILON",1,"JEAN JACQUES HYEST",0.707106781186548
13,"JEAN PIERRE SUEUR",128,"JEAN PIERRE SUEUR",11.3137084989848,"ALAIN NERI",1,"MAURICE ANTISTE",0.707106781186548
14,"PHILIPPE RICHERT",128,"PHILIPPE RICHERT",11.3137084989848,"ALAIN VASSELLE",1,"PHILIPPE NACHBAR",0.707106781186548
15,"NICOLE BRICQ",122,"NICOLE BRICQ",11.0453610171873,"ALBERIC MONTGOLFIER",1,"PIERRE ANDRE",0.707106781186548
16,"JEAN MARC PASTOR",119,"JEAN MARC PASTOR",10.9087121146357,"ALEX TURK",1,"CHRISTIANE KAMMERMANN",0.577350269189626
17,"THIERRY REPENTIN",115,"THIERRY REPENTIN",10.7238052947636,"ALIMA BOUMEDIENE THIERY",1,"DENIS BADRE",0.577350269189626
18,"MONIQUE CERISIER BEN GUIGA",112,"MONIQUE CERISIER BEN GUIGA",10.5830052442584,"AMBROISE DUPONT",1,"JANINE ROZIER",0.577350269189626
19,"CHARLES REVET",111,"CHARLES REVET",10.5356537528527,"ANDRE DULAIT",1,"MARIE THERESE BRUGUIERE",0.577350269189626
20,"ROBERT NAVARRO",106,"ROBERT NAVARRO",10.295630140987,"ANDRE FERRAND",1,"RENE GARREC",0.577350269189626
21,"ISABELLE DEBRE",105,"ISABELLE DEBRE",10.2469507659596,"ANDRE LARDEUX",1,"ROBERT LAUFOAULU",0.577350269189626
22,"JEAN PAUL EMORINE",105,"JEAN PAUL EMORINE",10.2469507659596,"ANDRE TRILLARD",1,"BERNARD BARRAUX",0.5
23,"MICHEL HOUEL",105,"MICHEL HOUEL",10.2469507659596,"ANDRE VANTOMME",1,"CHANTAL JOUANNO",0.5
24,"PHILIPPE LEROY",105,"PHILIPPE LEROY",10.2469507659596,"ANNE MARIE ESCOFFIER",1,"CLAUDINE LEPAGE",0.5
25,"SYLVIE GOY CHAVENT",104,"SYLVIE GOY CHAVENT",10.1980390271856,"ANNE MARIE PAYET",1,"DIDIER BOROTRA",0.5
26,"BRUNO RETAILLEAU",102,"BRUNO RETAILLEAU",10.0995049383621,"ANNIE DAVID",1,"FRANCOISE HENNERON",0.5
27,"ADRIEN GOUTEYRON",101,"ADRIEN GOUTEYRON",10.0498756211209,"ANNIE JARRAUD VERGNOLLE",1,"JOEL BOURDIN",0.5
28,"MARIE THERESE HERMANGE",101,"MARIE THERESE HERMANGE",10.0498756211209,"ANTOINE LEFEVRE",1,"JOEL GUERRIAU",0.5
29,"FRANCOIS MARC",100,"FRANCOIS MARC",10,"AUGUSTE CAZALET",1,"NICOLAS ALFONSI",0.5
30,"PIERRE HERISSON",100,"PIERRE HERISSON",10,"AYMERI MONTESQUIOU",1,"PHILIPPE ARNAUD",0.5
31,"JEAN LOUIS MASSON",99,"JEAN LOUIS MASSON",9.9498743710662,"BARIZA KHIARI",1,"PHILIPPE NOGRIX",0.5
32,"SERGE LAGAUCHE",99,"SERGE LAGAUCHE",9.9498743710662,"BERNADETTE BOURZAI",1,"PIERRE BORDIER",0.5
33,"PAUL BLANC",94,"PAUL BLANC",9.69535971483266,"BERNADETTE DUPONT",1,"SERGE VINCON",0.5
34,"MARCEL PIERRE CLEACH",92,"MARCEL PIERRE CLEACH",9.59166304662544,"BERNARD ANGELS",1,"YVES COQUELLE",0.5
35,"CHRISTIAN CAMBON",91,"CHRISTIAN CAMBON",9.53939201416946,"BERNARD BARRAUX",1,"JACQUES MAHEAS",0.5
36,"HERVE MAUREY",91,"HERVE MAUREY",9.53939201416946,"BERNARD CAZEAU",1,"ADELINE GOUSSEAU",0.447213595499958
37,"PATRICE GELARD",91,"PATRICE GELARD",9.53939201416946,"BERNARD DUSSAUT",1,"ALBERIC MONTGOLFIER",0.447213595499958
38,"JEAN PIERRE RAFFARIN",90,"JEAN PIERRE RAFFARIN",9.48683298050514,"BERNARD FRIMAT",1,"CLAUDE BERIT DEBAT",0.447213595499958
39,"ALAIN GOURNAC",88,"ALAIN GOURNAC",9.38083151964686,"BERNARD MURAT",1,"DENIS DETCHEVERRY",0.447213595499958
40,"BERNARD CAZEAU",87,"BERNARD CAZEAU",9.32737905308882,"BERNARD PIRAS",1,"HELENE LUC",0.447213595499958
41,"ALAIN NERI",85,"ALAIN NERI",9.21954445729289,"BERNARD SAUGEY",1,"JEAN BOYER",0.447213595499958
42,"JEAN MARC TODESCHINI",85,"JEAN MARC TODESCHINI",9.21954445729289,"BERNARD SEILLIER",1,"JEAN FRANCOIS PONCET",0.447213595499958
43,"ROLAND RIES",85,"ROLAND RIES",9.21954445729289,"BERTRAND AUBAN",1,"JEAN MILHAU",0.447213595499958
44,"CLAUDE DOMEIZEL",84,"CLAUDE DOMEIZEL",9.16515138991168,"BRIGITTE BOUT",1,"JEAN PIERRE FOURCADE",0.447213595499958
45,"FRANCOIS REBSAMEN",84,"FRANCOIS REBSAMEN",9.16515138991168,"BRIGITTE GONTHIER MAURIN",1,"LOUIS SOUVET",0.447213595499958
46,"RICHARD YUNG",84,"RICHARD YUNG",9.16515138991168,"BRUNO GILLES",1,"MONIQUE PAPON",0.447213595499958
47,"FRANCIS GIRAUD",82,"FRANCIS GIRAUD",9.05538513813742,"BRUNO RETAILLEAU",1,"ALAIN GERARD",0.408248290463863
48,"RAYMOND COUDERC",81,"RAYMOND COUDERC",9,"BRUNO SIDO",1,"BERNARD PIRAS",0.408248290463863
49,"ALIMA BOUMEDIENE THIERY",80,"ALIMA BOUMEDIENE THIERY",8.94427190999916,"CAROLINE CAYEUX",1,"HENRI TANDONNET",0.408248290463863
50,"DANIEL RAOUL",77,"DANIEL RAOUL",8.77496438739212,"CATHERINE DUMAS",1,"JEAN MICHEL BAYLET",0.408248290463863
51,"MICHELE ANDRE",75,"MICHELE ANDRE",8.66025403784439,"CATHERINE MORIN DESAILLY",1,"MICHEL MAGRAS",0.408248290463863
52,"JEAN PAUL ALDUY",74,"JEAN PAUL ALDUY",8.60232526704263,"CATHERINE PROCACCIA",1,"YVES FREVILLE",0.408248290463863
53,"DOMINIQUE BRAYE",73,"DOMINIQUE BRAYE",8.54400374531753,"CATHERINE TASCA",1,"CHRISTIAN GAUDIN",0.408248290463863
54,"DOMINIQUE VOYNET",73,"DOMINIQUE VOYNET",8.54400374531753,"CATHERINE TROENDLE",1,"DANIEL LAURENT",0.377964473009227
55,"JEAN PIERRE LELEUX",73,"JEAN PIERRE LELEUX",8.54400374531753,"CECILE CUKIERMAN",1,"ELISABETH LAMURE",0.377964473009227
56,"ALAIN VASSELLE",72,"ALAIN VASSELLE",8.48528137423857,"CHANTAL JOUANNO",1,"FRANCOIS VENDASI",0.377964473009227
57,"JEAN PIERRE MICHEL",71,"JEAN PIERRE MICHEL",8.42614977317636,"CHARLES GAUTIER",1,"GERARD ROCHE",0.377964473009227
58,"XAVIER PINTAT",71,"XAVIER PINTAT",8.42614977317636,"CHARLES GUENE",1,"LOUIS CONSTANT FLEMING",0.377964473009227
59,"JEAN PIERRE VIAL",70,"JEAN PIERRE VIAL",8.36660026534076,"CHARLES JOSSELIN",1,"MICHEL THIOLLIERE",0.377964473009227
60,"DIDIER GUILLAUME",69,"DIDIER GUILLAUME",8.30662386291807,"CHARLES PASQUA",1,"COLETTE MELOT",0.353553390593274
61,"ESTHER SITTLER",69,"ESTHER SITTLER",8.30662386291807,"CHARLES REVET",1,"GEORGES OTHILY",0.353553390593274
62,"GISELE PRINTZ",69,"GISELE PRINTZ",8.30662386291807,"CHRISTIAN CAMBON",1,"JEAN JACQUES JEGOU",0.353553390593274
63,"MARYVONNE BLONDIN",69,"MARYVONNE BLONDIN",8.30662386291807,"CHRISTIAN COINTAT",1,"LOUIS PINTON",0.353553390593274
64,"ALAIN MILON",68,"ALAIN MILON",8.24621125123532,"CHRISTIAN DEMUYNCK",1,"PHILIPPE GOUJON",0.353553390593274
65,"PIERRE BERNARD REYMOND",68,"PIERRE BERNARD REYMOND",8.24621125123532,"CHRISTIANE DEMONTES",1,"JEAN VINCENT PLACE",0.333333333333333
66,"ANTOINE LEFEVRE",67,"ANTOINE LEFEVRE",8.18535277187245,"CHRISTIANE HUMMEL",1,"SERGE DASSAULT",0.333333333333333
67,"CATHERINE DUMAS",66,"CATHERINE DUMAS",8.12403840463596,"CHRISTIANE KAMMERMANN",1,"SIMON SUTOUR",0.333333333333333
68,"JACQUES LEGENDRE",66,"JACQUES LEGENDRE",8.12403840463596,"CLAIRE LISE CAMPION",1,"IVAN RENAR",0.333333333333333
69,"SERGE LARCHER",66,"SERGE LARCHER",8.12403840463596,"CLAUDE BERIT DEBAT",1,"ANNE MARIE ESCOFFIER",0.316227766016838
70,"JACQUELINE PANIS",65,"JACQUELINE PANIS",8.06225774829855,"CLAUDE BIWER",1,"GERARD LARCHER",0.316227766016838
71,"JACQUES BLANC",65,"JACQUES BLANC",8.06225774829855,"CLAUDE DOMEIZEL",1,"JACQUES VALADE",0.316227766016838
72,"CATHERINE MORIN DESAILLY",64,"CATHERINE MORIN DESAILLY",8,"CLAUDE HAUT",1,"JEAN CLAUDE GAUDIN",0.316227766016838
73,"FRANCOISE CARTRON",63,"FRANCOISE CARTRON",7.93725393319377,"CLAUDE JEANNEROT",1,"JEAN PIERRE CANTEGRIT",0.316227766016838
74,"JEAN PIERRE MASSERET",63,"JEAN PIERRE MASSERET",7.93725393319377,"CLAUDE LISE",1,"JOELLE GARRIAUD MAYLAM",0.316227766016838
75,"LOUIS NEGRE",63,"LOUIS NEGRE",7.93725393319377,"CLAUDE SAUNIER",1,"MARCEL DENEUX",0.316227766016838
76,"MARIE CHRISTINE BLANDIN",62,"MARIE CHRISTINE BLANDIN",7.87400787401181,"CLAUDINE LEPAGE",1,"ESTHER BENBASSA",0.301511344577764
77,"RAYMONDE TEXIER",62,"RAYMONDE TEXIER",7.87400787401181,"COLETTE GIUDICELLI",1,"FRANCOIS TRUCY",0.301511344577764
78,"FRANCOIS PATRIAT",61,"FRANCOIS PATRIAT",7.81024967590665,"COLETTE MELOT",1,"JACQUELINE CHEVE",0.301511344577764
79,"JEAN JACQUES LOZACH",61,"JEAN JACQUES LOZACH",7.81024967590665,"DANIEL DUBOIS",1,"JEAN FAURE",0.301511344577764
80,"PHILIPPE DOMINATI",61,"PHILIPPE DOMINATI",7.81024967590665,"DANIEL LAURENT",1,"JEAN MARC JUILHARD",0.301511344577764
81,"FRANCOIS NOEL BUFFET",60,"FRANCOIS NOEL BUFFET",7.74596669241483,"DANIEL MARSIN",1,"JOEL LABBE",0.301511344577764
82,"GERARD COLLOMB",60,"GERARD COLLOMB",7.74596669241483,"DANIEL PERCHERON",1,"LUCETTE MICHAUX CHEVRY",0.301511344577764
83,"MUGUETTE DINI",60,"MUGUETTE DINI",7.74596669241483,"DANIEL RAOUL",1,"NATHALIE GOULET",0.301511344577764
84,"NICOLE BONNEFOY",60,"NICOLE BONNEFOY",7.74596669241483,"DANIEL SOULAGE",1,"ROLAND LUART",0.301511344577764
85,"ODETTE HERVIAUX",60,"ODETTE HERVIAUX",7.74596669241483,"DAVID ASSOULINE",1,"BERNARD VERA",0.301511344577764
86,"BRUNO GILLES",59,"BRUNO GILLES",7.68114574786861,"DENIS BADRE",1,"GERARD DELFAU",0.301511344577764
87,"MICHEL CHARASSE",59,"MICHEL CHARASSE",7.68114574786861,"DENIS DETCHEVERRY",1,"ANDRE TRILLARD",0.288675134594813
88,"ROGER MADEC",59,"ROGER MADEC",7.68114574786861,"DIDIER BOROTRA",1,"CLAUDE HAUT",0.288675134594813
89,"SOPHIE JOISSAINS",59,"SOPHIE JOISSAINS",7.68114574786861,"DIDIER BOULAUD",1,"HENRI REVOL",0.288675134594813
90,"MARIE HELENE DES ESGAULX",58,"MARIE HELENE DES ESGAULX",7.61577310586391,"DIDIER GUILLAUME",1,"JEAN FRANCOIS HUMBERT",0.288675134594813
91,"COLETTE GIUDICELLI",57,"COLETTE GIUDICELLI",7.54983443527075,"DOMINIQUE BRAYE",1,"MICHEL MOREIGNE",0.288675134594813
92,"JACQUES GILLOT",57,"JACQUES GILLOT",7.54983443527075,"DOMINIQUE LECLERC",1,"MICHELE SAN VICENTE BAUDRIN",0.288675134594813
93,"JACQUELINE ALQUIER",55,"JACQUELINE ALQUIER",7.41619848709566,"DOMINIQUE LEGGE",1,"PHILIPPE DARNICHE",0.288675134594813
94,"MICHEL SERGENT",55,"MICHEL SERGENT",7.41619848709566,"DOMINIQUE MORTEMOUSQUE",1,"PHILIPPE KALTENBACH",0.288675134594813
95,"JEAN MARIE BOCKEL",54,"JEAN MARIE BOCKEL",7.34846922834953,"DOMINIQUE VOYNET",1,"ROGER BESSE",0.288675134594813
96,"YANNICK BOTREL",54,"YANNICK BOTREL",7.34846922834953,"DOMINIQUE WATRIN",1,"CHRISTIAN COINTAT",0.277350098112615
97,"ALAIN FOUCHE",53,"ALAIN FOUCHE",7.28010988928052,"ELIANE ASSASSI",1,"ERIC DOLIGE",0.277350098112615
98,"CLAIRE LISE CAMPION",53,"CLAIRE LISE CAMPION",7.28010988928052,"ELISABETH LAMURE",1,"GELITA HOARAU",0.277350098112615
99,"PAUL RAOULT",53,"PAUL RAOULT",7.28010988928052,"ERIC DOLIGE",1,"GERARD DERIOT",0.277350098112615
100,"PHILIPPE DALLIER",53,"PHILIPPE DALLIER",7.28010988928052,"ESTHER BENBASSA",1,"JEAN RENE LECERF",0.277350098112615
101,"PIERRE JARLIER",53,"PIERRE JARLIER",7.28010988928052,"ESTHER SITTLER",1,"MICHEL GUERRY",0.277350098112615
