"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"MICHEL HUNAULT",143,"PIERRE ANDRE WILTZER",8.59755651861663,"JEAN PIERRE BRARD",4.5,"JEAN PIERRE BRARD",3.60802676581773
2,"PIERRE ANDRE WILTZER",128,"MICHEL HUNAULT",8.58211648987009,"GEORGES HAGE",1.5,"GEORGES HAGE",1.83711730708738
3,"CHRISTINE BOUTIN",115,"CHRISTINE BOUTIN",7.55650014520244,"LEONCE DEPREZ",0.597619164406665,"ANDRE GERIN",0.353553390593274
4,"JACQUES BLANC",98,"FRANCIS SAINT ELLIER",7.31767488880744,"PIERRE ANDRE WILTZER",0.577484203834432,"DIDIER MATHUS",0.353553390593274
5,"FRANCIS SAINT ELLIER",96,"YVES COUSSAIN",7.20373752334357,"FRANCIS SAINT ELLIER",0.557795476857115,"ERNEST CHENIERE",0.353553390593274
6,"YVES COUSSAIN",95,"JACQUES BLANC",7,"ADRIEN ZELLER",0.554771407578875,"GEORGES MARCHAIS",0.353553390593274
7,"JEAN GRENET",75,"JEAN GRENET",6.15076079904589,"YVES COUSSAIN",0.546250887423454,"JACQUES BRUNHES",0.353553390593274
8,"JOEL HART",62,"JOEL HART",5.76633952301129,"JEAN CLAUDE PAIX",0.543346720135993,"JEAN CLAUDE GAYSSOT",0.353553390593274
9,"BERNARD MURAT",59,"JEAN PIERRE BRARD",5.61248608016091,"FRANCOIS ROCHEBLOINE",0.543296653275581,"MICHEL GRANDPIERRE",0.353553390593274
10,"FRANCOIS MICHEL GONNOT",56,"BERNARD MURAT",5.43139024560011,"JEAN JACQUES WEBER",0.543181169688399,"PIERRE GARMENDIA",0.353553390593274
11,"ADRIEN ZELLER",52,"FRANCOIS MICHEL GONNOT",5.41465354334925,"PATRICK DEVEDJIAN",0.538982259570495,"REMY AUCHEDE",0.353553390593274
12,"CHRISTIAN VANNESTE",46,"ADRIEN ZELLER",5.37104395756556,"DIDIER BOULAUD",0.538461538461538,"DIDIER BOULAUD",0.27939397320303
13,"PASCAL CLEMENT",44,"CHRISTIAN VANNESTE",4.79583152331272,"JEAN JACQUES FILLEUL",0.538461538461538,"JEAN JACQUES FILLEUL",0.27939397320303
14,"RENE COUANAU",40,"PASCAL CLEMENT",4.65181085839645,"JOEL HART",0.536301153139388,"PATRICK DEVEDJIAN",0.228455216331298
15,"LEONCE DEPREZ",34,"LEONCE DEPREZ",4.50766586936372,"FRANCOIS GROSDIDIER",0.527747662773601,"JEAN LOUIS MASSON",0.204124145231932
16,"ALPHONSE BOURGASSER",14,"RENE COUANAU",4.45732261203123,"FRANCOIS MICHEL GONNOT",0.523544160616154,"FRANCOIS GROSDIDIER",0.171456705963748
17,"THIERRY CORNILLET",13,"THIERRY CORNILLET",2.55782791839692,"MICHEL HUNAULT",0.515054010109791,"XAVIER ROUX",0.150274440299764
