"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"GERARD CESAR",235,"JEAN PAUL DELEVOYE",27.7799747740085,"NICOLE BORVO COHEN SEAT",13.2149699707314,"NICOLE BORVO COHEN SEAT",8.92072747307312
2,"JEAN PIERRE RAFFARIN",171,"HUBERT HAENEL",27.6246140292501,"HELENE LUC",11.3247619026556,"ROBERT PAGES",8.43437918893481
3,"ALAIN VASSELLE",160,"LOUIS SOUVET",25.7257362711879,"ROBERT PAGES",10.6541397328162,"HELENE LUC",8.31637324536279
4,"JACQUES OUDIN",148,"JACQUES OUDIN",23.9345848878871,"MICHEL DUFFOUR",9.19369762379724,"MICHEL DUFFOUR",6.57050985952794
5,"DANIEL ECKENSPIELLER",137,"GEORGES GRUILLOT",23.8325520458718,"GUY FISCHER",8.77415191079565,"GUY FISCHER",5.41930764514376
6,"JEAN PAUL DELEVOYE",127,"BERNARD FOURNIER",23.2611510264741,"HUBERT HAENEL",7.94915937776086,"PIERRE LEFEBVRE",4.76740277341865
7,"BERNARD MURAT",127,"ALAIN VASSELLE",22.7372471758617,"PIERRE LEFEBVRE",7.9371049605395,"IVAN RENAR",3.80270119476765
8,"CLAUDE HURIET",125,"JOSSELIN ROHAN",21.9924419566701,"IVAN RENAR",6.72152624941999,"MARIE CLAUDE BEAUDEAU",2.89438852127534
9,"BERNARD FOURNIER",117,"DANIEL ECKENSPIELLER",21.1209010593791,"JEAN PAUL DELEVOYE",6.07659053893343,"LOUIS MINETTI",2.84177914954158
10,"JEAN PAUL AMOUDRY",117,"CLAUDE HURIET",20.567147543692,"LOUIS SOUVET",5.90904916691707,"JEAN MICHEL BAYLET",2.74209317857727
11,"GEORGES GRUILLOT",115,"GERARD CESAR",20.0140485394087,"MARIE CLAUDE BEAUDEAU",5.69087148751523,"HUBERT HAENEL",2.28742145487123
12,"JEAN CLAUDE CARLE",115,"JEAN PIERRE RAFFARIN",19.7318154580967,"LOUIS MINETTI",5.15873464770524,"JEAN LUC BECART",2.23703980228375
13,"XAVIER DARCOS",113,"NICOLE BORVO COHEN SEAT",19.5763665972828,"JOSSELIN ROHAN",5.14539897039897,"PAUL LORIDANT",2.06477521906976
14,"LOUIS SOUVET",112,"ROBERT BRET",18.8688197004304,"GEORGES GRUILLOT",4.93904814799294,"DANIELLE BIDARD REYDET",1.94119869527453
15,"GEORGES MOULY",102,"CLAUDE ESTIER",18.2272756991205,"ROBERT BRET",4.87715557379931,"JACK RALITE",1.90282696382162
16,"DENIS BADRE",97,"JEAN CLAUDE CARLE",18.2012370961638,"JEAN ARTHUIS",4.80153327246297,"GUY PIERRE CABANEL",1.82441098764305
