"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"THIERRY MARIANI",245,"THIERRY MARIANI",15.6389765076522,"FRANCOIS HOLLANDE",1,"ALAIN CORTADE",1
2,"MARYVONNE BRIOT",225,"MARYVONNE BRIOT",14.9933318511931,"AIME KERGUERIS",1,"ALAIN MARSAUD",1
3,"ALAIN SUGUENOT",192,"ALAIN SUGUENOT",13.856406460551,"ALAIN BOCQUET",1,"ALAIN VENOT",1
4,"MICHEL RAISON",187,"MICHEL RAISON",13.6747943311773,"ALAIN CLAEYS",1,"ANDRE CHASSAIGNE",1
5,"VALERIE PECRESSE",183,"VALERIE PECRESSE",13.5277492584687,"ALAIN CORTADE",1,"ANDRE VALLINI",1
6,"EDOUARD BALLADUR",178,"EDOUARD BALLADUR",13.3416640641263,"ALAIN JOYANDET",1,"BEATRICE PAVY",1
7,"YANNICK FAVENNEC",166,"YANNICK FAVENNEC",12.8499020498058,"ALAIN MARSAUD",1,"BERENGERE POLETTI",1
8,"MICHEL DIEFENBACHER",165,"MICHEL DIEFENBACHER",12.8317325932447,"ALAIN MOYNE BRESSAND",1,"CHANTAL BRUNEL",1
9,"BERNARD PERRUT",161,"BERNARD PERRUT",12.6885775404495,"ALAIN NERI",1,"CHRISTIAN BLANC",1
10,"PIERRE MOREL HUISSIER",160,"PIERRE MOREL HUISSIER",12.6491106406735,"ALAIN SUGUENOT",1,"CHRISTOPHE CARESCHE",1
11,"PHILIPPE PEMEZEC",151,"PHILIPPE PEMEZEC",12.2882057274445,"ALAIN VENOT",1,"CLAUDE BIRRAUX",1
12,"JEAN MARC AYRAULT",150,"DIDIER MIGAUD",12.2065556157337,"ALAIN VIDALIES",1,"DENIS JACQUAT",1
13,"DIDIER MIGAUD",149,"FRANCOISE BRANGET",11.8743420870379,"ALFRED ALMONT",1,"DINO CINIERI",1
14,"FRANCOISE BRANGET",141,"LUC CHATEL",11.5758369027902,"ANDRE CHASSAIGNE",1,"EDOUARD COURTIAL",1
15,"PATRICK BEAUDOUIN",135,"NATHALIE KOSCIUSKO MORIZET",11.3578166916005,"ANDRE FLAJOLET",1,"GILLES CARREZ",1
16,"LUC CHATEL",134,"PHILIPPE ARMAND MARTIN",11.2249721603218,"ANDRE SANTINI",1,"JEAN JACQUES DESCAMPS",1
17,"NATHALIE KOSCIUSKO MORIZET",129,"PATRICK BEAUDOUIN",11.1242977306435,"ANDRE SCHNEIDER",1,"JEAN LUC WARSMANN",1
18,"PHILIPPE ARMAND MARTIN",126,"JEAN MARC ROUBAUD",11.090897168399,"ANDRE VALLINI",1,"JEAN PRORIOL",1
19,"JEAN MARC ROUBAUD",124,"JEAN PIERRE DOOR",11.0251095562118,"ANNE MARIE COMPARINI",1,"JEAN YVES BESSELAT",1
20,"JEAN PIERRE DOOR",123,"BERNARD DEBRE",10.9548252711447,"ANNICK LEPETIT",1,"JEAN YVES COUSIN",1
21,"BERNARD DEBRE",121,"JEAN PIERRE DECOOL",10.4880884817015,"ANTOINE HERTH",1,"JEROME RIVIERE",1
22,"JEAN PIERRE DECOOL",110,"GEORGES TRON",10.3923048454133,"ARMAND JUNG",1,"JOSIANE BOYCE",1
23,"GEORGES TRON",108,"GEORGES COLOMBIER",10.3440804327886,"ARNAUD MONTEBOURG",1,"JULIANA RIMANE",1
24,"GEORGES COLOMBIER",107,"ROLAND CHASSAIN",10.3440804327886,"BEATRICE PAVY",1,"MICHEL HUNAULT",1
25,"ROLAND CHASSAIN",107,"GAETAN GORCE",10.295630140987,"BERENGERE POLETTI",1,"MICHEL LEJEUNE",1
26,"GAETAN GORCE",106,"CHRISTIAN VANNESTE",10.1758452271522,"BERNARD ACCOYER",1,"MICHEL LIEBGOTT",1
27,"CHRISTIAN VANNESTE",104,"JEAN MARC NESME",10.0999809596165,"BERNARD CARAYON",1,"OLIVIER DASSAULT",1
28,"JEAN MARC NESME",103,"BERNARD DEROSIER",10,"BERNARD DEROSIER",1,"PASCAL TERRASSE",1
29,"BERNARD DEROSIER",100,"JEAN MARC AYRAULT",10,"BERNARD PERRUT",1,"PAUL GIACOBBI",1
30,"HUGUES MARTIN",95,"HUGUES MARTIN",9.74679434480896,"BERNARD ROMAN",1,"PHILIPPE FOLLIOT",1
31,"MARC LAFFINEUR",94,"MARC LAFFINEUR",9.69535971483266,"BERTHO AUDIFAX",1,"PHILIPPE HOUILLON",1
32,"PHILIPPE COCHET",94,"PHILIPPE COCHET",9.69535971483266,"CATHERINE GENISSON",1,"PIERRE LELLOUCHE",1
33,"MICHEL ZUMKELLER",94,"FRANCOIS GROSDIDIER",9.48683298050514,"CHANTAL BRUNEL",1,"PIERRE LOUIS FAGNIEZ",1
34,"FRANCOIS GROSDIDIER",90,"JEAN PIERRE BLAZY",9.48683298050514,"CHARLES ANGE GINESY",1,"RENE PAUL VICTORIA",1
35,"JEAN PIERRE BLAZY",90,"EDOUARD JACQUE",9.4339811320566,"CHARLES COURSON",1,"RUDY SALLES",1
36,"EDOUARD JACQUE",89,"PIERRE LANG",9.4339811320566,"CHARLES COVA",1,"SERGE POIGNANT",1
37,"PIERRE LANG",89,"MARIE JO ZIMMERMANN",9.38083151964686,"CHRISTIAN BLANC",1,"VICTORIN LUREL",1
38,"MARIE JO ZIMMERMANN",88,"JEAN GLAVANY",9.21954445729289,"CHRISTIAN MENARD",1,"YVES DENIAUD",1
39,"JEAN GLAVANY",85,"JEAN LUC REITZER",9.21954445729289,"CHRISTIAN PAUL",1,"AIME KERGUERIS",0.707106781186548
40,"JEAN LUC REITZER",85,"PAULETTE GUINCHARD",9.16515138991168,"CHRISTINE BOUTIN",1,"ALAIN JOYANDET",0.707106781186548
41,"PAULETTE GUINCHARD",84,"EMILE BLESSIG",9.05538513813742,"CHRISTOPHE CARESCHE",1,"ALFRED ALMONT",0.707106781186548
42,"EMILE BLESSIG",82,"FRANCOIS CORNUT GENTILLE",9,"CLAUDE BIRRAUX",1,"ANDRE SANTINI",0.707106781186548
43,"RICHARD MALLIE",82,"BRUNO GILLES",8.99861057505926,"CLAUDE EVIN",1,"ANDRE SCHNEIDER",0.707106781186548
44,"FRANCOIS CORNUT GENTILLE",81,"CLAUDE EVIN",8.94427190999916,"CLAUDE GAILLARD",1,"FRANCOIS GUILLAUME",0.707106781186548
45,"BRUNO GILLES",81,"FRANCOIS HOLLANDE",8.88819441731559,"CLAUDE GATIGNOL",1,"FRANCOIS ROCHEBLOINE",0.707106781186548
46,"CLAUDE EVIN",80,"FRANCK MARLIN",8.77496438739212,"DAMIEN MESLOT",1,"FRANCOIS SAUVADET",0.707106781186548
47,"FRANCOIS HOLLANDE",79,"JEAN PIERRE NICOLAS",8.60232526704263,"DANIEL PAUL",1,"GABRIELLE LOUIS CARABIN",0.707106781186548
48,"FRANCK MARLIN",77,"CHRISTIAN DECOCQ",8.54478398400646,"DANIELE HOFFMAN RISPAL",1,"GUY GEOFFROY",0.707106781186548
49,"JEAN PIERRE NICOLAS",74,"JEROME BIGNON",8.48528137423857,"DAVID HABIB",1,"HELENE MIGNON",0.707106781186548
50,"CHRISTIAN DECOCQ",74,"FRANCOIS VANNSON",8.36660026534076,"DENIS JACQUAT",1,"HERVE MORIN",0.707106781186548
51,"CHRISTIAN PHILIP",74,"STEPHANE DEMILLY",8.24621125123532,"DIDIER MIGAUD",1,"JACQUES GUEN",0.707106781186548
52,"JEROME BIGNON",72,"JACQUES PELISSARD",8.12403840463596,"DINO CINIERI",1,"JEAN PIERRE ABELIN",0.707106781186548
53,"FRANCOIS VANNSON",70,"RICHARD MALLIE",8.09938269252663,"DOMINIQUE PAILLE",1,"JEAN PIERRE BRARD",0.707106781186548
54,"STEPHANE DEMILLY",68,"ERIC DIARD",8.06225774829855,"DOMINIQUE TIAN",1,"JEAN PIERRE DUFAU",0.707106781186548
55,"JACQUES PELISSARD",66,"DENIS MERVILLE",8.05737596901456,"EDOUARD BALLADUR",1,"MARTINE BILLARD",0.707106781186548
56,"ERIC DIARD",65,"JACQUES REMILLER",8,"EDOUARD COURTIAL",1,"MAURICE LEROY",0.707106781186548
57,"DENIS MERVILLE",65,"ROBERT DIAT",8,"EDOUARD JACQUE",1,"MUGUETTE JACQUAINT",0.707106781186548
58,"JACQUES REMILLER",64,"JEAN MICHEL BERTRAND",7.87400787401181,"ELISABETH GUIGOU",1,"PATRICK BRAOUEZEC",0.707106781186548
59,"ROBERT DIAT",64,"JEAN PIERRE RIDANT",7.74596669241483,"EMILE BLESSIG",1,"PIERRE MORANGE",0.707106781186548
60,"JEAN MICHEL BERTRAND",62,"HERVE MARITON",7.68114574786861,"ERIC DIARD",1,"YVES BUR",0.707106781186548
61,"JEAN PIERRE RIDANT",60,"JEAN MARIE BINETRUY",7.68114574786861,"ERIC RAOULT",1,"YVES COCHET",0.702746418190573
62,"HERVE MARITON",59,"ERIC RAOULT",7.61577310586391,"ETIENNE PINTE",1,"ALAIN MOYNE BRESSAND",0.577350269189626
63,"JEAN MARIE BINETRUY",59,"CHRISTIAN PHILIP",7.44983221287567,"FRANCIS VERCAMER",1,"ANDRE FLAJOLET",0.577350269189626
64,"ERIC RAOULT",58,"PATRICK DELNATTE",7.14142842854285,"FRANCK MARLIN",1,"ARMAND JUNG",0.577350269189626
65,"PATRICK DELNATTE",51,"JEAN CLAUDE DECAGNY",7,"FRANCOIS BAYROU",1,"BERNARD CARAYON",0.577350269189626
66,"JEAN CLAUDE DECAGNY",49,"FRANCOIS BROTTES",6.85565460040104,"FRANCOIS BROTTES",1,"CATHERINE GENISSON",0.577350269189626
67,"FRANCOIS BROTTES",47,"MARC FUR",6.85565460040104,"FRANCOIS CORNUT GENTILLE",1,"ETIENNE PINTE",0.577350269189626
