"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"RICHARD MALLIE",330,"CHRISTIAN JACOB",17.4332790152021,"ARNAUD MONTEBOURG",1,"BEATRICE PAVY",1
2,"CHRISTIAN JACOB",304,"RICHARD MALLIE",17.1624675195861,"MARIE FRANCOISE CLERGEAU",1,"BERNARD SAUGEY",1
3,"JEAN FRANCOIS COPE",300,"CHRISTIAN ESTROSI",16.678355242756,"ABDOULATIFOU ALY",1,"DOMINIQUE BUSSEREAU",1
4,"CHRISTIAN ESTROSI",287,"JEAN PIERRE DECOOL",16.5817524851267,"ALAIN BOCQUET",1,"ERIC JALTON",1
5,"VALERIE BOYER",282,"VALERIE BOYER",16.5135840567261,"ALAIN CACHEUX",1,"JACQUES LAMBLIN",1
6,"JEAN PIERRE DECOOL",278,"MARC FUR",16.4337089076283,"ALAIN CLAEYS",1,"MICHEL HAVARD",1
7,"MARC FUR",278,"MURIEL MARLAND MILITELLO",16.4189192470766,"ALAIN COUSIN",1,"MICHEL LEJEUNE",1
8,"MURIEL MARLAND MILITELLO",275,"JEAN MARC ROUBAUD",16.1512646806787,"ALAIN FERRY",1,"RENE COUANAU",1
9,"JEAN MARC ROUBAUD",261,"JACQUES PELISSARD",16.0930979081909,"ALAIN JOYANDET",1,"XAVIER BERTRAND",1
10,"PHILIPPE ARMAND MARTIN",261,"BERNARD GERARD",16.0551330524418,"ALAIN MARTY",1,"ROBERT LECOU",0.715541752799933
11,"JACQUES PELISSARD",259,"ANDRE WOJCIECHOWSKI",15.9307903961049,"ALAIN NERI",1,"BRUNO SANDRAS",0.707106781186548
12,"BERNARD GERARD",258,"ERIC CIOTTI",15.8034371196504,"ALAIN ROUSSET",1,"CHRISTIAN BATAILLE",0.707106781186548
13,"ERIC CIOTTI",258,"CHRISTIAN VANNESTE",15.7934272425078,"ALAIN VIDALIES",1,"DIDIER QUENTIN",0.707106781186548
