"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"LADISLAS PONIATOWSKI",107,"LADISLAS PONIATOWSKI",10.3440804327886,"GEORGES PATIENT",1,"ALAIN HOUPERT",1
2,"JEAN PIERRE SUEUR",106,"JEAN PIERRE SUEUR",10.295630140987,"ADELINE GOUSSEAU",1,"AUGUSTE CAZALET",1
3,"JEAN PAUL EMORINE",105,"JEAN PAUL EMORINE",10.2469507659596,"ADRIEN GIRAUD",1,"FRANCOIS FILLON",1
4,"THIERRY REPENTIN",102,"THIERRY REPENTIN",10.0995049383621,"ADRIEN GOUTEYRON",1,"GASTON FLOSSE",1
5,"JEAN LOUIS MASSON",95,"JEAN LOUIS MASSON",9.74679434480896,"ALAIN ANZIANI",1,"JACQUES BERTHOU",1
6,"JEAN PIERRE GODEFROY",92,"JEAN PIERRE GODEFROY",9.59166304662544,"ALAIN DUFAUT",1,"JEAN FRANCOIS MAYET",1
7,"GERARD CESAR",91,"GERARD CESAR",9.53939201416946,"ALAIN FOUCHE",1,"LOUIS DUVERNOIS",1
8,"BERNARD CAZEAU",87,"BERNARD CAZEAU",9.32737905308882,"ALAIN GERARD",1,"MARC LAMENIE",1
9,"ROLAND COURTEAU",86,"ROLAND COURTEAU",9.2736184954957,"ALAIN HOUPERT",1,"MAURICE BLIN",1
10,"FRANCOIS MARC",85,"FRANCOIS MARC",9.21954445729289,"ALAIN LAMBERT",1,"MICHEL DREYFUS SCHMIDT",1
11,"SERGE LAGAUCHE",82,"SERGE LAGAUCHE",9.05538513813742,"ALAIN MILON",1,"SOIBAHADINE IBRAHIM RAMADANI",1
12,"HUGUES PORTELLI",80,"HUGUES PORTELLI",8.94427190999916,"ALAIN VASSELLE",1,"ALAIN DUFAUT",0.707106781186548
13,"DOMINIQUE BRAYE",73,"DOMINIQUE BRAYE",8.54400374531753,"ALBERIC MONTGOLFIER",1,"BRIGITTE BOUT",0.707106781186548
14,"JEAN CLAUDE CARLE",72,"JEAN CLAUDE CARLE",8.48528137423857,"ALEX TURK",1,"CATHERINE DUMAS",0.707106781186548
15,"GISELE PRINTZ",68,"GISELE PRINTZ",8.24621125123532,"ALIMA BOUMEDIENE THIERY",1,"DANIEL PERCHERON",0.707106781186548
16,"DANIEL RAOUL",67,"DANIEL RAOUL",8.18535277187245,"AMBROISE DUPONT",1,"JEAN JACQUES HYEST",0.707106781186548
17,"JACQUES BLANC",65,"JACQUES BLANC",8.06225774829855,"ANDRE DULAIT",1,"JEAN PAUL FOURNIER",0.707106781186548
