"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"BERNARD DEBRE",207,"BERNARD DEBRE",14.3135847186274,"ALAIN LAMASSOURE",1,"CLAUDE BARATE",1
2,"MICHEL ROSTOLAN",196,"MICHEL ROSTOLAN",13.9650605167506,"ALBERT BROCHARD",1,"GERARD CESAR",1
3,"CLAUDE BIRRAUX",173,"ALAIN GRIOTTERAY",12.7667502466966,"ANDRE ROSSI",1,"GERARD WELZER",1
4,"ALAIN GRIOTTERAY",164,"MICHEL HANNOUN",12.6885775404495,"BRUNO BOURG BROC",1,"HENRI CUQ",1
5,"MICHEL HANNOUN",161,"MICHEL PELCHAT",11.8199551693814,"BRUNO DURIEUX",1,"JEAN LOUIS DEBRE",1
6,"MICHEL PELCHAT",140,"ROLAND NUNGESSER",11.4094741609301,"CLAUDE BARATE",1,"LUCIEN RICHARD",1
7,"CHRISTINE BOUTIN",140,"MICHEL BARNIER",11.3254874803104,"DOMINIQUE CHABOCHE",1,"PAUL CHOLLET",1
8,"ROLAND NUNGESSER",131,"DANIEL COLIN",11.3203938001058,"DOMINIQUE SAINT PIERRE",1,"PIERRE BENOUVILLE",1
9,"MICHEL BARNIER",130,"PIERRE MAUGER",11.3137084989848,"ELIE MARTY",1,"RAYMOND MARCELLIN",1
10,"DANIEL COLIN",129,"JEAN BROCARD",11.0046781496085,"EMILE KOEHL",1,"VINCENT ANSQUER",1
11,"PIERRE MAUGER",128,"JOSEPH HENRI MAUJOUAN GASSET",11,"FRANCOIS GRUSSENMEYER",1,"GUY HERLORY",0.707106781186548
12,"PASCAL CLEMENT",125,"BERNARD SAVY",10.784793215722,"FRANCOIS PORTEU LA MORANDIERE",1,"HENRI GASTINES",0.707106781186548
13,"JEAN BROCARD",122,"ROBERT ANDRE VIVIEN",10.7775808973999,"GEORGES CHOMETON",1,"JEAN KIFFER",0.707106781186548
14,"JOSEPH HENRI MAUJOUAN GASSET",121,"MONIQUE PAPON",10.3974303256646,"GEORGES DELFOSSE",1,"MAURICE LIGOT",0.707106781186548
15,"ROBERT ANDRE VIVIEN",118,"EMILE KOEHL",10.2469507659596,"GERARD CESAR",1,"MICHEL DEBRE",0.707106781186548
16,"BERNARD SAVY",117,"CHRISTIAN DEMUYNCK",9.70070995262232,"GERARD TREMEGE",1,"PIERRE MAZEAUD",0.707106781186548
17,"MONIQUE PAPON",109,"JEAN BRIANE",9.69535971483266,"GERARD WELZER",1,"YVAN BLOT",0.707106781186548
18,"EMILE KOEHL",105,"HENRY JEAN BAPTISTE",9.60126088210896,"GILBERT BARBIER",1,"GERARD LARRAT",0.577350269189626
19,"CHRISTIAN DEMUYNCK",95,"JEAN JACK SALLES",9.53939201416946,"GILBERT GANTIER",1,"DOMINIQUE CHABOCHE",0.5
20,"JEAN BRIANE",94,"MAURICE DOUSSET",9.22713389953782,"GILLES ROBIEN",1,"JACQUES TOUBON",0.5
21,"HENRY JEAN BAPTISTE",93,"BRUNO DURIEUX",8.83176086632785,"GUY HERLORY",1,"JEAN PIERRE ABELIN",0.5
22,"JEAN JACK SALLES",91,"CLAUDE BIRRAUX",8.5721114775665,"GUY JAOUEN",1,"JEAN ROYER",0.5
23,"DOMINIQUE BUSSEREAU",88,"JACQUES MEDECIN",8.37196175276402,"HECTOR ROLLAND",1,"DOMINIQUE SAINT PIERRE",0.447213595499958
