"rank","a00.name","a00","a05.name","a05","a10.name","a10","a15.name","a15"
1,"CHRISTIAN PONCELET",186,"CHRISTIAN PONCELET",13.6381816969859,"MICHELLE DEMESSINE",1,"AYMERI MONTESQUIOU",1
2,"ROBERT DEL PICCHIA",149,"ROBERT DEL PICCHIA",12.2065556157337,"ALAIN FOUCHE",1,"DAVID ASSOULINE",1
3,"PHILIPPE RICHERT",121,"PHILIPPE RICHERT",11,"ALAIN VASSELLE",1,"GEORGES OTHILY",1
4,"JACQUES OUDIN",119,"JACQUES OUDIN",10.9087121146357,"ALIMA BOUMEDIENE THIERY",1,"JEAN BIZET",1
5,"BERNARD PLASAIT",101,"BERNARD PLASAIT",10.0498756211209,"ANDRE DULAIT",1,"JEAN GUY BRANGER",1
6,"JEAN PIERRE SUEUR",100,"JEAN PIERRE SUEUR",10,"ANDRE LARDEUX",1,"PAUL VERGES",1
7,"JEAN CLAUDE GAUDIN",99,"JEAN CLAUDE GAUDIN",9.9498743710662,"ANDRE TRILLARD",1,"JEAN JACQUES HYEST",0.707106781186548
8,"ROLAND COURTEAU",98,"ROLAND COURTEAU",9.89949493661167,"ANDRE VALLET",1,"JOSSELIN ROHAN",0.707106781186548
9,"NICOLE BRICQ",97,"NICOLE BRICQ",9.8488578017961,"ANDRE VANTOMME",1,"LADISLAS PONIATOWSKI",0.707106781186548
10,"LOUIS BROISSIA",96,"LOUIS BROISSIA",9.79795897113271,"AYMERI MONTESQUIOU",1,"ROLAND LUART",0.707106781186548
11,"CLAUDE DOMEIZEL",95,"CLAUDE DOMEIZEL",9.74679434480896,"BERNARD FRIMAT",1,"ALIMA BOUMEDIENE THIERY",0.577350269189626
12,"ALAIN VASSELLE",93,"ALAIN VASSELLE",9.64365076099295,"BERNARD MURAT",1,"ANDRE DULAIT",0.577350269189626
13,"JEAN PIERRE BEL",91,"JEAN PIERRE BEL",9.53939201416946,"BERNARD PIRAS",1,"GEORGES MOULY",0.577350269189626
14,"DANIEL GOULET",90,"DANIEL GOULET",9.48683298050514,"BERNARD PLASAIT",1,"ROBERT BADINTER",0.577350269189626
15,"DOMINIQUE BRAYE",90,"DOMINIQUE BRAYE",9.48683298050514,"BERNARD VERA",1,"PIERRE LAFFITTE",0.5
16,"HUBERT HAENEL",87,"HUBERT HAENEL",9.32737905308882,"BRUNO RETAILLEAU",1,"ELISABETH LAMURE",0.447213595499958
17,"JOELLE GARRIAUD MAYLAM",86,"JOELLE GARRIAUD MAYLAM",9.2736184954957,"BRUNO SIDO",1,"MARIE THERESE HERMANGE",0.447213595499958
18,"ALAIN FOUCHE",85,"ALAIN FOUCHE",9.21954445729289,"CATHERINE MORIN DESAILLY",1,"BERNARD FRIMAT",0.408248290463863
19,"BERNARD MURAT",73,"BERNARD MURAT",8.54400374531753,"CHARLES GAUTIER",1,"BRUNO RETAILLEAU",0.408248290463863
20,"JEAN FRANCOIS GRAND",69,"JEAN FRANCOIS GRAND",8.30662386291807,"CHARLES PASQUA",1,"FRANCIS GRIGNON",0.408248290463863
21,"JEAN CLAUDE CARLE",67,"JEAN CLAUDE CARLE",8.18535277187245,"CHRISTIAN COINTAT",1,"HENRI RICHEMONT",0.408248290463863
22,"ANDRE LARDEUX",65,"ANDRE LARDEUX",8.06225774829855,"CHRISTIAN GAUDIN",1,"SYLVIE DESMARESCAUX",0.408248290463863
23,"SERGE LEPELTIER",64,"SERGE LEPELTIER",8,"CHRISTIAN PONCELET",1,"CLAUDE ESTIER",0.377964473009227
24,"PIERRE FAUCHON",61,"PIERRE FAUCHON",7.81024967590665,"CLAUDE BIWER",1,"JEAN ARTHUIS",0.377964473009227
25,"ANDRE TRILLARD",60,"ANDRE TRILLARD",7.74596669241483,"CLAUDE DOMEIZEL",1,"PAUL BLANC",0.377964473009227
26,"JACQUES LEGENDRE",60,"JACQUES LEGENDRE",7.74596669241483,"CLAUDE ESTIER",1,"CLAUDE LISE",0.333333333333333
27,"JEAN PIERRE MICHEL",60,"JEAN PIERRE MICHEL",7.74596669241483,"CLAUDE LISE",1,"BERNARD PIRAS",0.316227766016838
28,"ROGER MADEC",60,"ROGER MADEC",7.74596669241483,"CLAUDE SAUNIER",1,"FRANCOIS MARC",0.316227766016838
29,"ROGER KAROUTCHI",59,"ROGER KAROUTCHI",7.68114574786861,"DANIEL GOULET",1,"JEAN PAUL AMOUDRY",0.316227766016838
30,"ESTHER SITTLER",58,"ESTHER SITTLER",7.61577310586391,"DAVID ASSOULINE",1,"PAULETTE BRISEPIERRE",0.316227766016838
31,"PATRICE GELARD",58,"PATRICE GELARD",7.61577310586391,"DENIS BADRE",1,"JACQUES VALADE",0.301511344577764
32,"ROGER BESSE",51,"ROGER BESSE",7.14142842854285,"DOMINIQUE BRAYE",1,"PIERRE JARLIER",0.288675134594813
33,"MONIQUE CERISIER BEN GUIGA",51,"MONIQUE CERISIER BEN GUIGA",7.14142842854285,"DOMINIQUE VOYNET",1,"CHARLES GAUTIER",0.277350098112615
34,"CHARLES PASQUA",48,"CHARLES PASQUA",6.92820323027551,"ELIANE ASSASSI",1,"JEAN LEONCE DUPONT",0.267261241912424
35,"CLAUDE SAUNIER",47,"CLAUDE SAUNIER",6.85565460040104,"ELISABETH LAMURE",1,"ROLAND RIES",0.25
36,"GERARD LARCHER",47,"GERARD LARCHER",6.85565460040104,"ESTHER SITTLER",1,"CHRISTIAN GAUDIN",0.242535625036333
37,"CHRISTIAN COINTAT",45,"CHRISTIAN COINTAT",6.70820393249937,"EVELYNE DIDIER",1,"GISELE GAUTIER",0.242535625036333
38,"JEAN PIERRE GODEFROY",45,"JEAN PIERRE GODEFROY",6.70820393249937,"FRANCIS GIRAUD",1,"MARIE CLAUDE BEAUDEAU",0.242535625036333
39,"THIERRY REPENTIN",43,"THIERRY REPENTIN",6.557438524302,"FRANCIS GRIGNON",1,"JEAN LOUIS MASSON",0.235702260395516
40,"JEAN PAUL ALDUY",40,"JEAN PAUL ALDUY",6.32455532033676,"FRANCOIS AUTAIN",1,"MUGUETTE DINI",0.235702260395516
41,"IVAN RENAR",39,"IVAN RENAR",6.2449979983984,"FRANCOIS MARC",1,"DENIS BADRE",0.223606797749979
42,"ANDRE VALLET",37,"ANDRE VALLET",6.08276253029822,"GEORGES MOULY",1,"FRANCIS GIRAUD",0.223606797749979
43,"YANNICK BODIN",37,"YANNICK BODIN",6.08276253029822,"GEORGES OTHILY",1,"GERARD COLLOMB",0.223606797749979
44,"JEAN PAUL VIRAPOULLE",34,"JEAN PAUL VIRAPOULLE",5.8309518948453,"GERARD COLLOMB",1,"RICHARD YUNG",0.223606797749979
45,"NICOLAS ABOUT",32,"NICOLAS ABOUT",5.65685424949238,"GERARD LARCHER",1,"MICHEL BILLOUT",0.218217890235992
46,"YVES DETRAIGNE",32,"YVES DETRAIGNE",5.65685424949238,"GISELE GAUTIER",1,"MICHELLE DEMESSINE",0.21320071635561
